cutoff_date,selected_stock_count,returned_stock_count,complete_portfolio,portfolio_return_pct,spy_return_pct,difference_percentage_points
2022-09-10,10,10,True,25.228683449060753,10.901786027634897,14.326897421425855
2023-09-10,10,10,True,28.437552990872543,24.08653241327712,4.351020577595427
2024-09-10,10,10,True,21.768645282682066,19.103459156707302,2.665186125974764
