cutoff_date,rank,ticker,company,cik,total_score,selected_top_10,indicator_Return on equity,indicator_Net profit margin,indicator_Margin consistency,indicator_Liabilities to assets,indicator_Positive free cash flow,indicator_Revenue growth,indicator_Earnings growth,points_Return on equity,points_Net profit margin,points_Margin consistency,points_Liabilities to assets,points_Positive free cash flow,points_Revenue growth,points_Earnings growth
2023-09-10,39,COST,COSTCO WHOLESALE CORP /NEW,909832,78,False,0.30592053604145947,0.025749711395260715,0.0013085358997930437,0.6782252283140604,5,0.12521898449841995,0.168564809719,20,0,10,8,20,10,10
2023-09-10,40,WCN,"Waste Connections, Inc.",1318220,76,False,0.11855349364957359,0.11587331366295431,0.02870674562756549,0.5848375360666366,5,0.10015948929760632,0.11182501249110999,10,8,10,8,20,10,10
2023-09-10,41,PAYX,"Paychex, Inc.",723531,75,False,0.37889122807017545,0.24634983209227623,0.0015148646907949927,0.7239273289524546,5,0.07073434222209984,0.06978085501850995,20,15,10,0,20,5,5
2023-09-10,42,CSCO,"CISCO SYSTEMS, INC.",858877,73,False,0.2998597342082115,0.2212884662619741,0.0058154946243652505,0.5645348152220869,5,0.023681128579837507,0.02068967979404035,20,15,10,8,20,0,0
2023-09-10,43,DE,DEERE & CO,315189,73,False,0.3685938024965756,0.13562964794491889,0.03054598880807082,0.7738864822836832,5,0.08918849695206821,0.3173227272468655,20,8,5,0,20,10,10
2023-09-10,44,RSG,"REPUBLIC SERVICES, INC.",1060391,73,False,0.1593993002909204,0.09508318898568881,0.005934635716207357,0.6666081527145311,5,0.07083472151162828,0.09442627592753383,20,0,10,8,20,5,10
2023-09-10,45,BMY,BRISTOL-MYERS SQUIBB COMPANY,14272,71,False,0.18884594146880176,0.13706969388418294,0.1517488742859623,0.6785994629208841,5,0.19598163681218272,0.06489842062235085,20,8,0,8,20,10,5
2023-09-10,46,MU,"Micron Technology, Inc.",723125,70,False,0.18514492753623188,0.28243058716431496,0.11185290502203393,0.24706184089434696,5,0.0030054099834959658,-0.11459187666816739,20,15,0,15,20,0,0
2023-09-10,47,UNP,UNION PACIFIC CORP,100885,70,False,0.5316821151800638,0.2813266331658291,0.012514702811581976,0.8141606441656862,5,0.021656220032800322,0.040693093210850906,20,15,10,0,20,0,5
2023-09-10,48,NFLX,NETFLIX INC,1065280,69,False,0.24528173461896555,0.14207957792921522,0.03443741167467364,0.5724354317320746,2,0.18945990673488367,0.3877152775276371,20,8,5,8,8,10,10
2023-09-10,49,GILD,"GILEAD SCIENCES, INC.",882095,68,False,0.21706965421068802,0.1683222755764085,0.09061647701121076,0.6637697677731871,5,0.05374235653892434,-0.04214056570183633,20,15,0,8,20,5,0
2023-09-10,50,ROK,"Rockwell Automation, Inc.",1024478,68,False,0.3644823271817329,0.12012267408896449,0.04082643359179172,0.7466608419232807,5,0.03873484231294633,0.14864917728738947,20,8,5,0,20,5,10
2023-09-10,51,WM,WASTE MANAGEMENT INC,823768,68,False,0.3203320689901954,0.11361559549192811,0.010894904401656337,0.7811712946727453,5,0.07203014721633116,0.03838244451128947,20,8,10,0,20,5,5
2023-09-10,52,SLB,SLB LIMITED/NV,87347,66,False,0.21052953592951756,0.12249474920793137,0.23349130090513198,0.5829604729338125,5,-0.038113791693382804,0.1263393136037423,20,8,0,8,20,0,10
2023-09-10,53,MCO,MOODY'S CORPORATION,1059556,65,False,0.5238276782310332,0.2512801755669349,0.03573148819953962,0.8126001811972959,5,0.05326595880690865,0.011996147608211105,20,15,5,0,20,5,0
2023-09-10,54,SHW,THE SHERWIN-WILLIAMS COMPANY,89800,65,False,0.7293701370209232,0.09120543232395288,0.015251297124343055,0.8627024873860317,5,0.06014359535818592,0.16182229255254765,20,0,10,0,20,5,10
2023-09-10,55,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,943452,65,False,0.06235531694823425,0.07569959339870844,0.01301758783765297,0.45198747029596026,5,0.1765727771796175,0.21040925122994958,0,0,10,15,20,10,10
2023-09-10,56,MPC,Marathon Petroleum Corporation,1510295,64,False,0.5384173142189499,0.08180194192264995,0.08184332798170407,0.6097281544758854,4,0.19822314521280537,0.5116475374216405,20,0,0,8,16,10,10
2023-09-10,57,WMT,WALMART INC.,104169,63,False,0.14604929163592711,0.01910716535059522,0.005266451487366145,0.6846466033709298,5,0.04408378218345965,0.15034802769359645,10,0,10,8,20,5,10
2023-09-10,58,ETN,EATON CORPORATION plc,1551182,61,False,0.14720038264924815,0.11863916730917502,0.013186869347834118,0.5133946421431428,5,-0.010065813900134502,0.03505919554546977,10,8,10,8,20,0,5
2023-09-10,59,AMGN,Amgen Inc.,318154,60,False,1.2647427854454203,0.24890779926300194,0.04860391437777106,0.943781575835752,5,0.026081028475970713,-0.06005762105361756,20,15,5,0,20,0,0
2023-09-10,60,LMT,LOCKHEED MARTIN CORPORATION,936468,60,False,0.566823238566131,0.08686954413191077,0.006741383329679135,0.8247730711043872,5,0.05254532272910928,0.032380359886071686,20,0,10,0,20,5,5
2023-09-10,61,TMO,THERMO FISHER SCIENTIFIC INC.,97745,60,False,0.0787913665503329,0.09727049800233761,0.009563133932128567,0.47098865783312516,5,0.07201647112125364,0.10621524682479477,0,0,10,15,20,5,10
2023-09-10,62,GD,GENERAL DYNAMICS CORPORATION,40533,58,False,0.1872462647408103,0.08602532544979319,0.003173426498444753,0.6400504022487157,5,0.021497240530838457,0.003346393668237191,20,0,10,8,20,0,0
2023-09-10,63,PEP,"PepsiCo, Inc.",77476,58,False,0.5368763557483731,0.10313454949532364,0.0367499926769876,0.8126308481673121,5,0.07512207181579988,-0.08143115265150758,20,8,5,0,20,5,0
2023-09-10,64,ROST,"Ross Stores, Inc.",745732,58,False,0.36222480973831284,0.08087584669286395,0.036551199945593804,0.6803492097730974,5,0.0568967602690138,-0.012094509059962344,20,0,5,8,20,5,0
2023-09-10,65,KMI,"KINDER MORGAN, INC.",1506307,56,False,0.08277430358158044,0.13270833333333334,0.05202744384791298,0.5417392048859841,5,0.07939958128161506,0.12178814188822962,0,8,5,8,20,5,10
2023-09-10,66,CL,COLGATE-PALMOLIVE COMPANY,21665,55,False,3.5346534653465347,0.09934880614459843,0.023534991624699225,0.9487635878202276,5,0.036879277643118824,-0.07133998926786078,20,0,10,0,20,5,0
2023-09-10,67,TRGP,TARGA RESOURCES CORP.,1389170,52,False,0.5111704970603955,0.05711951380328527,0.08331138433560756,0.8637167689161555,3,0.18866511313918966,4.2282626804073535,20,0,0,0,12,10,10
2023-09-10,68,AMD,ADVANCED MICRO DEVICES INC,2488,51,False,0.04241168249072244,0.055929833481632135,0.08602652414644671,0.18984906777153004,4,0.38172831688715325,0.4068118167325685,0,0,0,15,16,10,10
2023-09-10,69,CAT,CATERPILLAR INC,18230,50,False,0.27605950616021674,0.06339814032121724,0.021562328442691934,0.8231021555763823,5,-0.013447808596544375,-0.06554270375231752,20,0,10,0,20,0,0
2023-09-10,70,PYPL,"PayPal Holdings, Inc.",1633917,50,False,0.11518773362538987,0.08790609782687696,0.03577406915100579,0.7421398046398047,5,0.1552209824380777,0.04135880666793734,10,0,5,0,20,10,5
2023-09-10,71,F,Ford Motor Co,37996,45,False,0.2778070836473248,0.04929859987429626,0.04751706234472447,0.8721751695009448,5,0.02478671434208879,-0.2228526606742458,20,0,5,0,20,0,0
2023-09-10,72,CRM,"Salesforce, Inc.",1108524,45,False,0.0035711219847197185,0.006634345496300076,0.06803229502925481,0.40961466479175307,5,0.23951116664580052,-0.3420618201401133,0,0,0,15,20,10,0
2023-09-10,73,TMUS,"T-MOBILE US, INC.",1283699,40,False,0.03733118090488476,0.032549546945495215,0.01718853232275432,0.6704047544691442,3,0.1642376992145329,-0.026859283841973336,0,0,10,8,12,10,0
2023-09-10,74,CMCSA,COMCAST CORPORATION,1166691,38,False,0.06066597000593103,0.04422410172366936,0.030107824121725316,0.6853833446701001,5,0.06466461953810132,-0.17745472354890224,0,0,5,8,20,5,0
2023-09-10,75,RTX,RTX CORPORATION,101829,38,False,0.07133836650652024,0.07748158750037272,0.07354058621191002,0.5328457045019639,5,0.17910655585340307,-0.0034338545900810535,0,0,0,8,20,10,0
2023-09-10,76,DIS,WALT DISNEY CO/,1744489,38,False,0.034266538099051544,0.03801890669954788,0.09300480239408215,0.5334305680372832,5,0.08616678145841505,-0.2931459324855237,0,0,0,8,20,10,0
2023-09-10,77,DAL,"DELTA AIR LINES, INC.",27904,37,False,0.25179100200592225,0.026056700011861927,0.31430702052637927,0.9089475431606906,3,0.03290498437445022,-0.23924876092149927,20,0,0,0,12,5,0
2023-09-10,78,HWM,HOWMET AEROSPACE INC.,4281,36,False,0.13194542129694753,0.08281829419035847,0.01748180628763991,0.6488542174549,2,-0.04393757649899854,-0.07549459688814897,10,0,10,8,8,0,0
2023-09-10,79,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,833444,28,False,0.09057049955660657,0.06055575319182576,0.07262453084608794,0.6141183168081977,5,0.019698720620122234,-0.08251120528681521,0,0,0,8,20,0,0
2023-09-10,80,OKE,ONEOK INC /NEW/,1039684,27,False,0.09990080979926476,0.07173866064670141,0.034473071585062305,0.7381835258523922,3,-0.010785699445553076,0.14863908243893276,0,0,5,0,12,0,10
2023-09-10,81,IBM,INTERNATIONAL BUSINESS MACHINES CORP,51143,25,False,0.08025462112865712,0.027077482240211465,0.043434940576385854,0.8269374346722413,5,-0.06615095680766536,-0.3417118247286508,0,0,5,0,20,0,0
2024-09-10,1,APH,AMPHENOL CORPORATION,820313,100,True,0.2510073492556356,0.1535679864911149,0.005423251699879134,0.49011884015877627,5,0.11150732260980334,0.13666179086172336,20,15,10,15,20,10,10
2024-09-10,2,AMAT,APPLIED MATERIALS INC /DE,6951,100,True,0.480397996006026,0.2585511181506204,0.02947406722415039,0.46796186013212276,5,0.1607358741132756,0.2616408843496387,20,15,10,15,20,10,10
2024-09-10,3,FAST,FASTENAL CO,815556,100,True,0.3547297297297297,0.15721344277022337,0.0030943732905822055,0.24963588697931838,5,0.08334287237144933,0.09929715034870945,20,15,10,15,20,10,10
2024-09-10,4,INTU,INTUIT INC.,896878,100,True,0.16597115249964992,0.18194657660423702,0.029130413779229654,0.42624175276982446,5,0.20675963175758816,0.12864592936995933,20,15,10,15,20,10,10
2024-09-10,5,MSFT,MICROSOFT CORPORATION,789019,100,True,0.3713334737729092,0.35955972944084985,0.021339388613526487,0.47579774407756903,5,0.14419534154650138,0.18777445024978623,20,15,10,15,20,10,10
2024-09-10,6,MPWR,"Monolithic Power Systems, Inc.",1280452,100,True,0.2298611202619522,0.2346826484620048,0.026199863593732917,0.157912184469549,5,0.3049850226614623,0.40768631532560784,20,15,10,15,20,10,10
2024-09-10,7,SNPS,SYNOPSYS INC,883241,100,True,0.21090363029925407,0.21050285839278585,0.017199055503379065,0.4015075391960094,5,0.14827166712370277,0.23285956604672386,20,15,10,15,20,10,10
2024-09-10,8,ADBE,ADOBE INC.,796343,95,True,0.35513101508063727,0.2796640733680251,0.053461022940205834,0.4453138117465328,5,0.14809487172411417,0.1645755216254372,20,15,5,15,20,10,10
2024-09-10,9,GOOGL,Alphabet Inc.,1652044,95,True,0.2735564563512584,0.24006649446638517,0.03127108704221285,0.29576383228294795,5,0.17392668522268018,0.21072964628251767,20,15,5,15,20,10,10
2024-09-10,10,ANET,"Arista Networks, Inc.",1596532,95,True,0.3448726748941481,0.35618791133633027,0.034788062155001805,0.2742334574535786,5,0.24865210731209642,0.2482152669365154,20,15,5,15,20,10,10
2024-09-10,11,GRMN,GARMIN LTD,1121788,95,False,0.19515692624315245,0.24666676357604797,0.019595327708572693,0.18498241834289933,5,0.08608605186608353,0.0787036213822272,20,15,10,15,20,10,5
2024-09-10,12,MA,Mastercard Incorporated,1141391,95,False,0.43274772585237137,0.3733525041936257,0.03936204173327768,0.4737396433085241,5,0.131093071432979,0.20805937705108435,20,15,5,15,20,10,10
2024-09-10,13,META,"Meta Platforms, Inc.",1326801,95,False,0.2803919951520541,0.28982520644616094,0.051549377281693703,0.33295880639134584,5,0.17531519469585843,0.20596241233334012,20,15,5,15,20,10,10
2024-09-10,14,VRTX,VERTEX PHARMACEUTICALS INC / MA,875320,95,False,0.22986622466508536,0.36675718396627893,0.0537754888596008,0.22656201881197702,5,0.24086376019576305,0.3243094556637587,20,15,5,15,20,10,10
2024-09-10,15,ACN,Accenture plc,1467373,93,False,0.28751924519826133,0.10718093853162163,0.0034409563788323993,0.4986303818466882,5,0.10363569238103687,0.09503244255201015,20,8,10,15,20,10,10
2024-09-10,16,IDXX,IDEXX LABORATORIES INC /DE,874716,93,False,0.8073905526624172,0.23082568937650935,0.02014973578952605,0.5446122226738345,5,0.11053861897706652,0.18557677792076688,20,15,10,8,20,10,10
2024-09-10,17,LRCX,LAM RESEARCH CORPORATION,707549,93,False,0.45705760833107556,0.2568046208263241,0.015934670357159113,0.5444343604239016,5,0.10370033684058866,0.1418428264437006,20,15,10,8,20,10,10
2024-09-10,18,REGN,"REGENERON PHARMACEUTICALS, INC.",872589,90,False,0.16257548250204062,0.3014057878205715,0.07229835961563032,0.21484452935592893,5,0.18925244939013353,0.16917502254835926,20,15,0,15,20,10,10
2024-09-10,19,ABT,ABBOTT LABORATORIES,1800,88,False,0.15202752062054217,0.14268618015906653,0.01799793790804878,0.4727374545851886,5,0.058885922133531166,0.11618877853118326,20,8,10,15,20,5,10
2024-09-10,20,CTAS,Cintas Corporation,723254,88,False,0.38423550656340466,0.163765244307498,0.014006174235001419,0.5292334878098233,5,0.07880441575412678,0.15732234951388913,20,15,10,8,20,5,10
2024-09-10,21,CMG,"CHIPOTLE MEXICAN GRILL, INC.",1058090,86,False,0.45255431169582133,0.12447130160320732,0.02468711799578238,0.6193350075493868,5,0.15296207353465419,0.36866991405173244,20,8,10,8,20,10,10
2024-09-10,22,PH,Parker-Hannifin Corp,76334,86,False,0.2539606926423934,0.14271305714724114,0.022035390973363458,0.587652462594344,5,0.09832291998425502,0.2402727403901379,20,8,10,8,20,10,10
2024-09-10,23,RSG,"REPUBLIC SERVICES, INC.",1060391,86,False,0.1711448811813153,0.10018027976641761,0.007080209464401965,0.6643659205160124,5,0.09106373946811375,0.12692356378273972,20,8,10,8,20,10,10
2024-09-10,24,GWW,"W.W. Grainger, Inc.",277135,86,False,0.6585058505850585,0.11099648015535866,0.01885944237625543,0.6176506689578987,5,0.09441974969507316,0.21150860682391848,20,8,10,8,20,10,10
2024-09-10,25,AAPL,Apple Inc.,320193,85,False,1.7194951160275842,0.2530623426432028,0.021795243611811267,0.8237407929480435,5,0.10170287389225408,0.15104545965347493,20,15,10,0,20,10,10
2024-09-10,26,NFLX,NETFLIX INC,1065280,85,False,0.26147209739931,0.16036362043723068,0.029929497372010904,0.5775195686644617,3,0.13731040285387586,0.3046012056223153,20,15,10,8,12,10,10
2024-09-10,27,TXN,TEXAS INSTRUMENTS INCORPORATED,97476,85,False,0.4136747791828176,0.37159655231462985,0.03255555271593876,0.4776493137133671,5,0.0505457207036637,0.0672943782701374,20,15,5,15,20,5,5
2024-09-10,28,BMY,BRISTOL-MYERS SQUIBB COMPANY,14272,83,False,0.26532872658742623,0.17830955872550328,0.14548322983935214,0.6901501697159491,5,0.1454349818132985,0.23595658670244468,20,15,0,8,20,10,10
2024-09-10,29,ROK,"Rockwell Automation, Inc.",1024478,83,False,0.44134113754930654,0.15316846986089644,0.03177154244786071,0.6849256900212314,5,0.07850876071491131,0.18830880859693266,20,15,5,8,20,5,10
2024-09-10,30,NOW,"ServiceNow, Inc.",1373715,83,False,0.2734597156398104,0.19295507747185375,0.0739729373180229,0.5612814171507448,5,0.26894029767597694,0.2891685134257913,20,15,0,8,20,10,10
2024-09-10,31,PG,The Procter & Gamble Company,80424,83,False,0.30658122475892197,0.17704875117504967,0.003914160298960373,0.5868350085805344,5,0.04323492807951923,0.033790013801505925,20,15,10,8,20,5,5
2024-09-10,32,ADI,"Analog Devices, Inc.",6281,80,False,0.09203272310756931,0.2693566693827877,0.025494640353849102,0.2711240398964817,5,0.19715160583804114,0.2487694151052664,0,15,10,15,20,10,10
2024-09-10,33,DE,DEERE & CO,315189,80,False,0.48355411801079745,0.1659728004440744,0.03402501701203798,0.7897335882482923,5,0.11762537396105754,0.32958623573869517,20,15,5,0,20,10,10
2024-09-10,34,ISRG,"Intuitive Surgical, Inc.",1035267,80,False,0.1476827039569601,0.25238275712019764,0.035590056512710064,0.13238351196451123,5,0.12305068506153694,0.06852020254536018,10,15,5,15,20,10,5
2024-09-10,35,KLAC,KLA CORP,319201,80,False,0.8784543328878874,0.2814743656575298,0.05016759422422905,0.7817530958172596,5,0.14015771818784706,0.22743461993180447,20,15,5,0,20,10,10
2024-09-10,36,MSI,"Motorola Solutions, Inc.",68505,80,False,4.069047619047619,0.17127680897975547,0.021157906707612327,0.9457108578284343,5,0.06055431355479146,0.18455596598243917,20,15,10,0,20,5,10
2024-09-10,37,TER,"TERADYNE, INC.",97210,80,False,0.1803233992828485,0.16767639478114918,0.03696111535809051,0.2755880422986649,5,0.03917717888767802,-0.010163127955131412,20,15,5,15,20,5,0
2024-09-10,38,FIX,"COMFORT SYSTEMS USA, INC.",1035983,78,False,0.28396243313582864,0.062111178544814814,0.007082924255402577,0.6134326240576916,5,0.18785236403178196,0.29688055795505797,20,0,10,8,20,10,10
2024-09-10,39,COST,COSTCO WHOLESALE CORP /NEW,909832,78,False,0.27536105032822755,0.025968880267448098,0.0008808683189645467,0.6368089978838739,5,0.12233363955613408,0.14513470318508714,20,0,10,8,20,10,10
2024-09-10,40,ETN,EATON CORPORATION plc,1551182,76,False,0.17841104396518268,0.13873081565787204,0.01953550482589966,0.5046835970024979,5,0.020470792138671756,0.09837167394963164,20,8,10,8,20,0,10
2024-09-10,41,ADSK,"Autodesk, Inc.",769397,75,False,0.604,0.16481717300345644,0.08509199765486179,0.8128531073446328,5,0.13828710817067824,0.4335908661050294,20,15,0,0,20,10,10
2024-09-10,42,KO,COCA COLA CO,21344,75,False,0.4281660871997762,0.23416531887922368,0.009954104710074173,0.7344912643419342,5,0.05263806824057338,0.04687950333660851,20,15,10,0,20,5,5
2024-09-10,43,PAYX,"Paychex, Inc.",723531,75,False,0.37889122807017545,0.24634983209227623,0.0015148646907949927,0.7239273289524546,5,0.07073434222209984,0.06978085501850995,20,15,10,0,20,5,5
2024-09-10,44,CSCO,"CISCO SYSTEMS, INC.",858877,73,False,0.22981850573432802,0.1918108655651172,0.013614336441609799,0.6346282140933825,5,0.022086591532322064,-0.02055560249604671,20,15,10,8,20,0,0
2024-09-10,45,CVX,Chevron Corp,93410,73,False,0.13345657462083008,0.1063404147320962,0.07232856189821846,0.38108106042074363,5,0.08218173318737665,0.6441888839438679,10,8,0,15,20,10,10
2024-09-10,46,JNJ,Johnson & Johnson,200406,73,False,0.48294385140611906,0.41279254101151963,0.08582798117418655,0.5895510808197758,5,0.009313502396937956,0.2348375624277741,20,15,0,8,20,0,10
2024-09-10,47,PYPL,"PayPal Holdings, Inc.",1633917,73,False,0.2054930429522081,0.14262201471230393,0.035401244032634,0.7437991383297228,5,0.13766469145928117,0.14631866864815146,20,8,5,0,20,10,10
2024-09-10,48,SHW,THE SHERWIN-WILLIAMS COMPANY,89800,73,False,0.7007436307367371,0.10362703291268832,0.008865826220886079,0.8381225385982644,5,0.06526724051026278,0.11576607626671698,20,8,10,0,20,5,10
2024-09-10,49,WM,WASTE MANAGEMENT INC,823768,73,False,0.33507853403141363,0.11279741505923822,0.006110169362160465,0.7899034213813484,5,0.07220685511294622,0.08378091981624736,20,8,10,0,20,5,10
2024-09-10,50,TMUS,"T-MOBILE US, INC.",1283699,72,False,0.12379159193575995,0.10587082155859365,0.02783778228668823,0.688393794358683,4,0.14947439524482808,0.24443410007688526,10,8,10,8,16,10,10
2024-09-10,51,HEI,HEICO CORPORATION,46619,71,False,0.1403292101657629,0.13597766925361468,0.012848385611767236,0.5055000908261679,5,0.09618203542244963,0.053301453884434524,10,8,10,8,20,10,5
2024-09-10,52,AMZN,AMAZON COM INC,1018724,70,False,0.1748975333268184,0.05293283575597832,0.025957354511736395,0.6175552330758126,3,0.1964226461151819,0.27293294033812776,20,0,10,8,12,10,10
2024-09-10,53,DHR,DANAHER CORPORATION,313616,70,False,0.09199752819403677,0.19941398074508163,0.04498031228650064,0.36693968374206987,5,0.07466741038717184,0.12182077958469639,0,15,5,15,20,5,10
2024-09-10,54,MCO,MOODY'S CORPORATION,1059556,70,False,0.5506253212266575,0.2716362407031778,0.03823880473478891,0.7622760224319518,5,0.052065405055905734,0.03104844144480312,20,15,5,0,20,5,5
2024-09-10,55,SYY,Sysco Corporation,96021,70,False,1.0105970535021969,0.024795799299883313,0.007978706949890042,0.9253521692017498,5,0.10494834548155363,0.7355513514310181,20,0,10,0,20,10,10
2024-09-10,56,WMB,"WILLIAMS COMPANIES, INC.",107263,70,False,0.26616988320006696,0.29146419730448336,0.08788447433128531,0.7643414977103008,5,0.07388957231093007,0.3906501934639681,20,15,0,0,20,5,10
2024-09-10,57,GILD,"GILEAD SCIENCES, INC.",882095,68,False,0.25707349170694077,0.20891724443133206,0.08602214646479815,0.632466800804829,5,0.04835206823041238,0.01270601916899139,20,15,0,8,20,5,0
2024-09-10,58,HWM,HOWMET AEROSPACE INC.,4281,68,False,0.20031421838177532,0.11521084337349398,0.024148968429276458,0.6128691983122363,3,-0.016537009914332046,0.1295121171768645,20,8,10,8,12,0,10
2024-09-10,59,CMCSA,COMCAST CORPORATION,1166691,66,False,0.1880644806472508,0.126575198236436,0.030476024556455747,0.6876904660304897,5,0.027802226998080437,0.04192076494054797,20,8,5,8,20,0,5
2024-09-10,60,AMGN,Amgen Inc.,318154,65,False,1.3579298493884564,0.23827598439162823,0.039576947579309345,0.935854416699261,5,0.04808441738861169,-0.0379732955482438,20,15,5,0,20,5,0
2024-09-10,61,PEP,"PepsiCo, Inc.",77476,65,False,0.5090317513743969,0.09920083961036831,0.004349805285660389,0.8145479874620628,5,0.08029301557995683,0.05538509088028576,20,0,10,0,20,10,5
2024-09-10,62,HD,"The Home Depot, Inc.",354950,65,False,11.621642363775901,0.09918844035134834,0.004725691730020445,0.986358290866327,5,0.08484499168738147,0.077313458448929,20,0,10,0,20,10,5
2024-09-10,63,UNP,UNION PACIFIC CORP,100885,65,False,0.47337761122036287,0.2644802852522907,0.011722783452584873,0.7797175713519633,5,0.026679454433795602,0.01888710426137874,20,15,10,0,20,0,0
2024-09-10,64,CL,COLGATE-PALMOLIVE COMPANY,21665,63,False,4.554455445544554,0.1182093847972452,0.023095043521452068,0.941621423778442,5,0.055218692967301086,-0.007152847638733251,20,8,10,0,20,5,0
2024-09-10,65,CVS,CVS HEALTH CORPORATION,64803,63,False,0.11281011289123234,0.023321855015428647,0.005166453729242026,0.6931221168631471,5,0.0864611311262593,0.05900913674632147,10,0,10,8,20,10,5
2024-09-10,66,LMT,LOCKHEED MARTIN CORPORATION,936468,63,False,0.8595739395068629,0.1024107975314854,0.006883668773787441,0.8697003202684155,5,0.030962824630190733,0.026607687274758485,20,8,10,0,20,5,0
2024-09-10,67,ROST,"Ross Stores, Inc.",745732,63,False,0.4092879088645968,0.09199221806648997,0.034773635265365775,0.6593504287275013,5,0.06167094233032677,0.030706032729441057,20,0,5,8,20,5,5
2024-09-10,68,CRM,"Salesforce, Inc.",1108524,63,False,0.07009872463031228,0.11865622400091803,0.07094730469670574,0.40248239383709167,5,0.1949126901355558,1.3936050708737215,0,8,0,15,20,10,10
2024-09-10,69,WMT,WALMART INC.,104169,63,False,0.1932184810095046,0.023932111861137896,0.002942741260879687,0.6677443254529535,5,0.054603798374426527,0.01041996822178426,20,0,10,8,20,5,0
2024-09-10,70,WCN,"Waste Connections, Inc.",1318220,63,False,0.10307058598830511,0.09508908743022738,0.02749463598089186,0.5703374481939929,5,0.104585715899981,0.07705370053394178,10,0,10,8,20,10,5
2024-09-10,71,ORCL,Oracle Corporation,1341439,60,False,2.1411475912856703,0.19763599629916354,0.06710724041832034,0.9382589944387697,5,0.07903057145320314,0.008090722160112529,20,15,0,0,20,5,0
2024-09-10,72,TMO,THERMO FISHER SCIENTIFIC INC.,97745,60,False,0.0787913665503329,0.09727049800233761,0.009563133932128567,0.47098865783312516,5,0.07201647112125364,0.10621524682479477,0,0,10,15,20,5,10
2024-09-10,73,WAB,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORPORATION,943452,60,False,0.07916848802758755,0.0842203162137026,0.01586965262050607,0.44575521381925426,5,0.042273563067030784,0.256470984714807,0,0,10,15,20,5,10
2024-09-10,74,MPC,Marathon Petroleum Corporation,1510295,59,False,0.37149599953951534,0.06524508185120535,0.08421195858507795,0.6348401502552712,4,0.07489909406183748,0.3842117216851051,20,0,0,8,16,5,10
2024-09-10,75,GD,GENERAL DYNAMICS CORPORATION,40533,58,False,0.16630295733313266,0.07842070401211204,0.003354073293165637,0.611403028644408,5,0.018068534311976192,-0.012353914868920901,20,0,10,8,20,0,0
2024-09-10,76,AMD,ADVANCED MICRO DEVICES INC,2488,55,False,0.01543717575604201,0.037654320987654324,0.08849807296581906,0.17666642115342124,5,0.35484890577062145,0.25798618830262265,0,0,0,15,20,10,10
2024-09-10,77,IBM,INTERNATIONAL BUSINESS MACHINES CORP,51143,53,False,0.33734289632843945,0.12127384416424183,0.04417656221471085,0.83279478856264,5,0.01749476892383095,-0.05560250001684164,20,8,5,0,20,0,0
2024-09-10,78,KMI,"KINDER MORGAN, INC.",1506307,53,False,0.07833180448171931,0.15592800313029867,0.055881926089770786,0.5532385243593354,5,0.03799767247449837,0.022195266008444348,0,15,5,8,20,5,0
2024-09-10,79,CAT,CATERPILLAR INC,18230,50,False,0.27605950616021674,0.06339814032121724,0.021562328442691934,0.8231021555763823,5,-0.013447808596544375,-0.06554270375231752,20,0,10,0,20,0,0
2024-09-10,80,F,Ford Motor Co,37996,46,False,0.10107539382665814,0.024672088812708937,0.04990667066077723,0.8434085836595807,4,0.05159198144855637,0.3708277797940187,10,0,5,0,16,5,10
2024-09-10,81,T,AT&T INC.,732717,38,False,0.1434284376758617,0.11762015225275264,0.08624339711968727,0.7462364270623495,5,-0.09336008549599273,0.008819555706991444,10,8,0,0,20,0,0
2024-09-10,82,JCI,JOHNSON CONTROLS INTERNATIONAL PLC,833444,38,False,0.11269923505927529,0.06901056246034412,0.0735449309612454,0.6083282041570002,5,0.028246848295566673,-0.24445228770601957,10,0,0,8,20,0,0
2024-09-10,83,MRK,"Merck & Co., Inc.",310158,38,False,0.008734983008663188,0.006071695916160692,0.09704252389522178,0.6477056479962503,5,0.11337951366902965,-0.5611750168385716,0,0,0,8,20,10,0
2024-09-10,84,PFE,PFIZER INC,78003,38,False,0.02294842290510356,0.03622469912472648,0.11914879510671683,0.6057942349040402,5,0.09354697403113521,-0.39698730597016196,0,0,0,8,20,10,0
2024-09-10,85,RTX,RTX CORPORATION,101829,38,False,0.04825190666767349,0.046358096343586765,0.0610655545888415,0.620402918409331,5,0.11031035074949869,-0.12843639864281786,0,0,0,8,20,10,0
2024-09-10,86,DAL,"DELTA AIR LINES, INC.",27904,37,False,0.521173743427376,0.07939980705622933,0.313229669437719,0.8492069958177176,3,0.054159146837784,-0.008391161631468913,20,0,0,0,12,5,0
2024-09-10,87,DIS,WALT DISNEY CO/,1744489,33,False,0.024232442031036878,0.02647978582195325,0.06544585364193953,0.5170858891229162,5,0.06306487438318298,-0.32068414723436345,0,0,0,8,20,5,0
2024-09-10,88,OKE,ONEOK INC /NEW/,1039684,27,False,0.09989590797126828,0.07173866064670141,0.034473071585062305,0.7381574412552775,3,-0.010785699445553076,0.14863908243893276,0,0,5,0,12,0,10
